day,mouse_0,mouse_1,mouse_2,mouse_3,mouse_4,mouse_5,mouse_6,mouse_7,mean,std
0,,0.0,0.0,,,0.0,,0.0,0.0,0.0
1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
3,,0.0,0.0,,0.0,0.0,,,0.0,0.0
4,,,,,,,,,,
5,,,,,,,,,,
6,,0.0,,,,0.0,0.0,0.0,0.0,0.0
7,,,,,,,,,,
8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.625,1.1877349391654208
9,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,1.5,2.9760952365713798
10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.375,1.0606601717798212
11,,,,,,,,,,
12,,,,,,,,,,
13,,,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.408248290463863
14,,0.0,1.0,,,0.0,2.0,0.0,0.6,0.8944271909999159
15,19.0,1.0,0.0,3.0,0.0,35.0,17.0,0.0,9.375,12.993817211054099
16,,,,,,,,,,
17,35.0,33.0,30.0,11.0,27.0,8.0,24.0,2.0,21.25,12.509996003196804
18,,,,,,,,,,
19,,,,,,,,,,
20,1.0,5.0,5.0,13.0,8.0,4.0,2.0,21.0,7.375,6.653409437488207
21,1.0,11.0,1.0,8.0,4.0,0.0,6.0,9.0,5.0,4.140393356054125
22,0.0,5.0,1.0,3.0,1.0,48.0,5.0,11.0,9.25,16.04235465438733
23,0.0,2.0,3.0,3.0,0.0,40.0,10.0,6.0,8.0,13.341664064126334
24,0.0,1.0,3.0,1.0,1.0,25.0,1.0,2.0,4.25,8.430387213611755
25,,,,,,,,,,
26,,,,,,,,,,
27,13.0,2.0,3.0,27.0,6.0,12.0,3.0,19.0,10.625,8.927285621700953
28,15.0,6.0,3.0,14.0,21.0,44.0,5.0,36.0,18.0,14.985707476506693
29,7.0,9.0,8.0,4.0,21.0,40.0,7.0,3.0,12.375,12.443443482986762
30,13.0,24.0,26.0,23.0,17.0,17.0,19.0,8.0,18.375,5.9985117201805025
31,32.0,17.0,18.0,12.0,16.0,30.0,8.0,15.0,18.5,8.34950811211569
32,,,,,,,,,,
33,,,,,,,,,,
34,44.0,87.0,9.0,25.0,3.0,0.0,80.0,29.0,34.625,33.53010374488658
35,136.0,87.0,21.0,13.0,30.0,0.0,50.0,71.0,51.0,45.21061822182926
36,84.0,36.0,10.0,23.0,34.0,0.0,52.0,37.0,34.5,25.878838569655432
37,,,,,,,,,,
38,60.0,30.0,15.0,43.0,31.0,17.0,25.0,14.0,29.375,15.774640589068447
39,,,,,,,,,,
40,,,,,,,,,,
41,26.0,1.0,23.0,37.0,17.0,12.0,23.0,26.0,20.625,10.756227432117107
42,13.0,5.0,40.0,18.0,19.0,7.0,15.0,13.0,16.25,10.75373689202303
43,21.0,14.0,23.0,19.0,19.0,10.0,36.0,9.0,18.875,8.57633787980461
44,15.0,11.0,23.0,8.0,6.0,10.0,23.0,20.0,14.5,6.782329983125268
45,,,,,,,,,,
46,,,,,,,,,,
47,,,,,,,,,,
48,,,,,,,,,,
49,66.0,10.0,38.0,57.0,16.0,32.0,40.0,40.0,37.375,18.723075907248024
50,,,,,,,,,,
51,59.0,15.0,39.0,37.0,36.0,34.0,44.0,26.0,36.25,12.803459353962563
52,59.0,4.0,37.0,33.0,17.0,34.0,23.0,32.0,29.875,16.092922135434037
53,,,,,,,,,,
54,,,,,,,,,,
55,,,,,,,,,,
56,71.0,23.0,34.0,21.0,49.0,46.0,25.0,19.0,36.0,18.134418735022713
57,55.0,14.0,29.0,37.0,28.0,9.0,37.0,22.0,28.875,14.535056145156686
58,67.0,34.0,61.0,20.0,23.0,52.0,40.0,19.0,39.5,18.81488772222678
59,72.0,29.0,114.0,103.0,64.0,20.0,53.0,40.0,61.875,33.608831747452506
60,,,,,,,,,,
61,,,,,,,,,,
62,,,,,,,,,,
63,19.0,26.0,12.0,73.0,16.0,24.0,28.0,20.0,27.25,19.218666521305344
64,,,,,,,,,,
65,,,,,,,,,,
66,,,,,,,,,,
67,,,,,,,,,,
68,,,,,,,,,,
69,27.0,5.0,9.0,5.0,11.0,22.0,18.0,0.0,12.125,9.357006542082326
70,45.0,31.0,13.0,8.0,17.0,22.0,39.0,1.0,22.0,15.315724879072116
71,,,,,,,,,,
72,47.0,33.0,9.0,5.0,1.0,13.0,26.0,2.0,17.0,16.65618718160226
73,52.0,30.0,15.0,5.0,1.0,13.0,19.0,4.0,17.375,16.84329031310179
74,,,,,,,,,,
75,,,,,,,,,,
76,,,,,,,,,,
77,55.0,26.0,14.0,15.0,3.0,2.0,25.0,4.0,18.0,17.663521732655695
78,,,,,,,,,,
79,74.0,27.0,8.0,6.0,5.0,19.0,18.0,3.0,20.0,23.37275581282007
80,,,,,,,,,,
81,,,,,,,,,,
82,,,,,,,,,,
83,33.0,26.0,18.0,17.0,8.0,8.0,6.0,8.0,15.5,9.885053652574967
84,,,,,,,,,,
85,,,,,,,,,,
86,54.0,11.0,24.0,4.0,2.0,7.0,19.0,7.0,16.0,17.08800749063506
87,,,,,,,,,,
88,,,,,,,,,,
89,,,,,,,,,,
90,42.0,15.0,22.0,43.0,21.0,5.0,42.0,20.0,26.25,14.340253036221402
91,,,,,,,,,,
92,,,,,,,,,,
93,,,,,,,,,,
94,,,,,,,,,,
95,,,,,,,,,,
96,,,,,,,,,,
97,16.0,18.0,22.0,26.0,39.0,26.0,45.0,38.0,28.75,10.646931147384342
98,,,,,,,,,,
99,,,,,,,,,,
100,,,,,,,,,,
101,,,,,,,,,,
102,,,,,,,,,,
103,,,,,,,,,,
104,8.0,19.0,8.0,19.0,39.0,11.0,17.0,6.0,15.875,10.696294418428948
105,,,,,,,,,,
106,,,,,,,,,,
107,,,,,,,,,,
108,,,,,,,,,,
109,,,,,,,,,,
110,,,,,,,,,,
111,20.0,47.0,23.0,34.0,10.0,14.0,22.0,16.0,23.25,11.985109809378349
112,,,,,,,,,,
113,,,,,,,,,,
114,,,,,,,,,,
115,,,,,,,,,,
116,,,,,,,,,,
117,,,,,,,,,,
